MSSubClass,MSZoning,LotFrontage,LotArea,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SaleType,SaleCondition,TotalSF,House_age,Remodel_age,Is_remodeled,Remodel_delay,Garage_age,Is_garage_remodel,Garage_area_per_car,House_stock_duration,Yr_sold_age,Total_sf_house,Proportional_sf_house,big_garage,lot_of_bedrooms,lot_of_half_baths,YrBltAndRemod,Total_sqr_footage,Total_Bathrooms,Total_porch_sf,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice,Target_Normalized
1-STORY 1946 & NEWER ALL STYLES,RL,19.020549797831112,14.46637337700284,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4.015812915213856,3.9915166332550287,Hip,HdBoard,HdBoard,None,0.0,1.3826135112547757,2.12798712166176,CBlock,7.944894407140679,17.318546337734922,0.6607692844390141,2.613650600782693,172.10367561730183,0.5957696887028963,0.0,27.99433873895512,501.1886017549119,3.5627669979317553,412.5952362705829,SBrkr,6.0880235770571325,0.0,0.0,7.735277125897173,0.993439755709873,0.9420433798293266,0.0,2.4512601368694753,0.750956851539637,1.7868711440644676,1.8346585724231437,Typ,0.0,Detchd,0.8659158917939181,1.0706114986593946,370.4177669406427,18.299284618312996,17.1463923450287,97.39345922684728,0.0,0.0,0.0,0.0,0.0,0.0,1.7318119547930964,WD,Normal,507.276625331969,8.765753734186955e+50,1.1602015290418032e+151,True,6.268534228343376e+150,3.997309277645906e+57,False,345.98709933946617,-2.017595429736023e+51,2.298161660974074e-14,515.0119024578662,65.57963174113594,0,0,0,6.268534228343376e+150,178.19169919435896,1.9354831355391995,0.0,0,0,1,1,0,129500,11.771443882099637
2-STORY 1946 & NEWER,RL,21.48291355743144,14.60932945241421,Lvl,Inside,NridgHt,Norm,1Fam,2Story,6.6921774606537,3.9915166332550287,Hip,WdShing,Wd Shng,Stone,23.1573247361937,1.7856137658999915,2.12798712166176,PConc,18.939944185305347,17.318546337734922,0.6607692844390141,4.884170427673171,184.35279905485166,0.5957696887028963,0.0,33.16941627129395,557.822076068111,3.5627669979317553,412.5952362705829,SBrkr,6.185363858995621,1384.158464845096,0.0,8.739766695963802,0.993439755709873,2.633280361442733,0.0,3.1452700398997324,0.750956851539637,2.4967522690306523,2.5679248873033433,Typ,1.6882544655059455,BuiltIn,2.196686625346053,3.488110572653354,706.6659223184465,18.299284618312996,17.1463923450287,97.39345922684728,35.48762331699909,6.734962053842449,0.0,0.0,0.0,0.0,5.1683849424346375,New,Partial,1948.1659047722026,1.1261203572541176e+50,1.573449602877462e+150,True,1.6297099915883946e+151,3.744294097134507e+57,False,202.59275260901384,-2.7815587674293067e+51,4.6074255521943996e-14,1956.9056714681665,222.90822770725725,1,0,0,1.6297099915883946e+151,1574.6966277589434,3.626720117152606,42.22258537084154,0,1,1,1,1,345000,12.75130259456002
1-STORY 1946 & NEWER ALL STYLES,RL,19.360538067428315,14.802122340955545,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4.015812915213856,4.679500293717144,Hip,HdBoard,Plywood,None,0.0,1.3826135112547757,2.12798712166176,CBlock,7.944894407140679,17.318546337734922,0.6607692844390141,4.149545311913138,148.5947691485854,0.5957696887028963,0.0,32.94125577569957,446.6440833438733,2.3336412309505765,412.5952362705829,SBrkr,5.987644208002812,0.0,0.0,7.57357993511069,0.993439755709873,0.9420433798293266,0.0,1.713193597821045,0.750956851539637,1.7868711440644676,1.6439950469499183,Typ,0.0,Detchd,0.8659158917939181,1.0706114986593946,339.7604584348081,18.299284618312996,17.1463923450287,97.39345922684728,34.37173437570362,0.0,0.0,0.0,23.365183600142444,0.0,6.386349166739799,WD,Normal,452.6317275518761,9.25101904490998e+50,1.2029844262217932e+151,True,5.8407052565434754e+150,4.0130770029079804e+57,False,317.351774065804,-1.9690688986637205e+51,2.298161660974074e-14,460.2053074869868,59.76456727597222,0,0,0,5.8407052565434754e+150,154.58241335658823,1.9354831355391995,57.73691797584606,0,0,1,1,0,144000,11.87757552297847
1-STORY 1946 & NEWER ALL STYLES,RL,22.41720368571058,14.3524527136548,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5.386893493310362,3.9915166332550287,Gable,VinylSd,VinylSd,Stone,23.888233825832103,1.604478139397823,2.12798712166176,PConc,12.860756221243749,17.318546337734922,1.2607840931884786,0.9388009779032156,0.0,0.5957696887028963,0.0,118.3186086371616,688.6231037297086,3.5627669979317553,412.5952362705829,SBrkr,6.362297960477462,0.0,0.0,8.184705302123238,0.0,1.8100729622489096,0.0,2.4512601368694753,0.750956851539637,2.1649887074124217,2.1373693553807915,Typ,0.9033340706689311,Attchd,1.5743654059519891,3.488110572653354,805.7548322222672,18.299284618312996,17.1463923450287,97.39345922684728,37.50961527569979,8.680964672988617,0.0,0.0,0.0,0.0,5.785029840533622,New,Partial,694.9854016901861,9.042357103973304e+49,1.1932896158905454e+150,True,1.6677259902870862e+151,3.736824601725009e+57,False,231.00036981033585,-2.8037472321149854e+51,3.447242491461111e-14,703.1701069923093,84.91269704113797,1,0,0,1.6677259902870862e+151,6.362297960477462,1.8100729622489096,46.1905799486884,0,0,1,1,1,279500,12.540761149388421
1-STORY 1946 & NEWER ALL STYLES,RL,19.52908363414553,14.408816882965693,Lvl,Corner,NAmes,Norm,1Fam,1Story,4.710909118247938,3.9915166332550287,Hip,MetalSd,MetalSd,BrkFace,20.158543028978603,1.3826135112547757,2.12798712166176,CBlock,7.944894407140679,17.318546337734922,0.6607692844390141,3.3943500927596366,148.0202554206527,0.5957696887028963,0.0,63.36954745207916,590.1717594582002,2.3336412309505765,412.5952362705829,SBrkr,6.229571814938006,0.0,0.0,7.965811781422253,0.993439755709873,0.9420433798293266,1.0688365163293567,1.713193597821045,0.750956851539637,1.7868711440644676,1.8346585724231437,Typ,0.9033340706689311,Attchd,1.5743654059519891,1.0706114986593946,339.7604584348081,18.299284618312996,17.1463923450287,97.39345922684728,0.0,22.810908875807666,13.506981734537826,0.0,0.0,0.0,3.8787613105291934,WD,Normal,596.4013312731382,9.568428278790929e+50,1.2299050314003242e+151,True,5.5714992047581656e+150,4.023368595191603e+57,False,317.351774065804,-1.9373279752756256e+51,2.298161660974074e-14,604.3671430545605,74.87012593795606,0,0,1,5.5714992047581656e+150,154.2498272355907,2.469901393703878,36.31789061034549,0,0,1,1,1,157000,11.964007453736912
1-1/2 STORY - UNFINISHED ALL AGES,RM,15.564616981614925,13.126988742215488,Lvl,Corner,BrkSide,Norm,1Fam,1.5Unf,5.386893493310362,6.000032503916834,Gable,Wd Sdng,Wd Sdng,None,0.0,1.3826135112547757,2.12798712166176,BrkTil,7.944894407140679,17.318546337734922,0.6607692844390141,0.9388009779032156,0.0,0.5957696887028963,0.0,83.7564172358996,412.0767285539677,3.5627669979317553,412.5952362705829,FuseA,5.937236036449679,0.0,0.0,7.492931090088563,0.0,0.9420433798293266,0.0,1.713193597821045,0.750956851539637,1.7868711440644676,1.8346585724231437,Typ,0.0,Detchd,0.8659158917939181,2.2434783059723897,554.0169394988546,18.299284618312996,17.1463923450287,97.39345922684728,16.87536212994363,16.536075689334915,0.0,0.0,0.0,0.0,5.1683849424346375,WD,Normal,418.0139645904174,1.3914520441666243e+51,3.3506530390297974e+150,True,1.451989647973161e+151,3.8426102010823295e+57,False,246.94553008335302,-1.502718758988094e+51,3.447242491461111e-14,425.506895680506,55.78777644750456,0,0,0,1.451989647973161e+151,5.937236036449679,0.9420433798293266,33.41143781927855,0,0,1,1,0,132000,11.790564777297387
1-STORY 1946 & NEWER ALL STYLES,RL,19.52908363414553,14.474690933152178,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,4.710909118247938,5.3480401495633,Gable,Wd Sdng,Wd Sdng,BrkFace,18.67269088715825,1.3826135112547757,2.12798712166176,CBlock,7.944894407140679,17.318546337734922,0.6607692844390141,4.149545311913138,124.97663213272169,0.5957696887028963,0.0,56.26817356869375,485.93657955473844,3.5627669979317553,412.5952362705829,SBrkr,6.061147442128196,0.0,0.0,7.691839187692734,0.993439755709873,0.9420433798293266,0.0,1.713193597821045,0.750956851539637,1.7868711440644676,1.8346585724231437,Typ,0.9033340706689311,Attchd,2.196686625346053,2.2434783059723897,462.28424088789563,18.299284618312996,17.1463923450287,97.39345922684728,0.0,0.0,0.0,0.0,0.0,0.0,2.485967830051304,WD,Normal,491.9977269968666,7.931989294046346e+50,1.0819887490789203e+151,True,7.050662027972205e+150,3.970125145849025e+57,False,206.0569249353753,-2.100971873750084e+51,0.0,499.68956618455934,63.96360025104057,0,0,0,7.050662027972205e+150,131.03777957484988,1.9354831355391995,0.0,0,0,1,1,1,149000,11.91170829631447
DUPLEX - ALL STYLES AND AGES,RL,19.360538067428315,14.381845706671857,Lvl,Inside,Sawyer,Norm,Duplex,1Story,3.2977035577207117,3.9915166332550287,Gable,MetalSd,MetalSd,None,0.0,1.3826135112547757,2.12798712166176,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3336412309505765,412.5952362705829,SBrkr,6.255098621139212,0.0,0.0,8.007704261274643,0.0,1.8100729622489096,0.0,1.713193597821045,1.2485432885551504,1.7868711440644676,1.9965772716640957,Typ,0.0,CarPort,0.8659158917939181,2.2434783059723897,496.6982798222723,18.299284618312996,17.1463923450287,97.39345922684728,0.0,0.0,0.0,0.0,0.0,0.0,6.974207247024448,WD,Normal,6.255098621139212,8.436040681017766e+50,1.1299917784738673e+151,True,6.570631734022734e+150,3.986573113454563e+57,False,221.39651562486966,-2.050566735052942e+51,4.6074255521943996e-14,14.262802882413855,0.7811350690595489,0,0,0,6.570631734022734e+150,6.255098621139212,1.8100729622489096,0.0,0,0,1,0,0,90000,11.407576060361786
1-STORY 1946 & NEWER ALL STYLES,RL,18.32843221977885,14.928183881898986,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,4.015812915213856,3.9915166332550287,Gable,VinylSd,VinylSd,None,0.0,1.3826135112547757,2.12798712166176,PConc,7.944894407140679,17.318546337734922,0.6607692844390141,4.884170427673171,135.28475968486381,0.5957696887028963,0.0,59.51462372386939,532.3378177891823,3.5627669979317553,412.5952362705829,SBrkr,6.140359665681212,0.0,0.0,7.820168987246347,0.993439755709873,0.9420433798293266,1.0688365163293567,2.4512601368694753,0.750956851539637,2.1649887074124217,1.9965772716640957,Typ,0.0,Detchd,0.8659158917939181,2.2434783059723897,554.0169394988546,18.299284618312996,17.1463923450287,97.39345922684728,0.0,15.766935459473704,0.0,0.0,0.0,0.0,4.534020363257714,WD,Normal,538.4781774548635,1.346358366761952e+50,2.3085064575884483e+150,True,1.556204306117296e+151,3.751701977188463e+57,False,246.94553008335302,-2.7595349664785233e+51,2.298161660974074e-14,546.2983464421098,68.85761398929482,0,0,1,1.556204306117296e+151,141.42511935054503,2.469901393703878,15.766935459473704,0,0,1,1,0,159000,11.976665770490767
1-STORY 1946 & NEWER ALL STYLES,RL,19.020549797831112,13.587192370862782,Lvl,Inside,NAmes,Norm,1Fam,1Story,4.015812915213856,4.679500293717144,Hip,BrkFace,Plywood,None,0.0,1.3826135112547757,2.12798712166176,CBlock,7.944894407140679,17.318546337734922,0.6607692844390141,1.7997137649787853,113.34442847175518,0.5957696887028963,0.0,63.73151388428351,496.53530045646824,2.3336412309505765,412.5952362705829,SBrkr,6.279760931299005,0.0,0.0,8.048271098165506,0.0,0.9420433798293266,0.0,2.4512601368694753,0.750956851539637,1.7868711440644676,1.9965772716640957,Min1,0.0,Attchd,0.8659158917939181,1.0706114986593946,284.1412360018725,18.299284618312996,17.1463923450287,97.39345922684728,0.0,0.0,0.0,0.0,0.0,0.0,3.8787613105291934,COD,Abnorml,502.81506138776723,9.881037032245583e+50,1.1602015290418032e+151,True,6.268534228343376e+150,4.0334872512692574e+57,False,265.4008819797568,-1.90606709993016e+51,1.149080830487037e-14,510.86333248593274,62.47491607264287,0,0,0,6.268534228343376e+150,119.62418940305419,0.9420433798293266,0.0,0,0,1,1,0,139000,11.842236406331555
2-STORY 1946 & NEWER,RL,23.920021105201933,15.01466137757616,Lvl,Corner,NridgHt,Norm,1Fam,2Story,6.04660082287256,3.9915166332550287,Gable,VinylSd,VinylSd,BrkFace,26.375252295626236,1.604478139397823,2.12798712166176,PConc,18.939944185305347,17.318546337734922,1.2607840931884786,0.9388009779032156,0.0,0.5957696887028963,0.0,101.82504529353776,550.7367362548504,3.5627669979317553,412.5952362705829,SBrkr,6.169794176256694,1479.2776157147246,0.0,8.76776559323063,0.0,2.633280361442733,1.0688365163293567,3.1452700398997324,0.750956851539637,2.1649887074124217,2.3737528169215443,Typ,0.9033340706689311,BuiltIn,1.5743654059519891,3.488110572653354,818.1344580327311,18.299284618312996,17.1463923450287,97.39345922684728,48.837266106132084,19.415573091706353,0.0,0.0,0.0,0.0,7.550093347441949,New,Partial,2036.1841461458316,1.1261203572541176e+50,1.573449602877462e+150,True,1.6297099915883946e+151,3.744294097134507e+57,False,234.54946194850365,-2.7815587674293067e+51,4.6074255521943996e-14,2044.9519117390623,232.235239924516,1,0,1,1.6297099915883946e+151,1485.4474098909814,3.1676986196074113,68.25283919783844,0,1,1,1,1,325300,12.692506186542177
